index,title,group,tagger,tag,lowercase_word,N
210727,In_the_Beginning_Was_the_Deed_3,3,perceptron,DET,agreement.7,1
210731,In_the_Beginning_Was_the_Deed_3,3,perceptron,DET,liberty,1
210732,In_the_Beginning_Was_the_Deed_3,3,perceptron,DET,moment—that,1
216769,In_the_Beginning_Was_the_Deed_3,3,spacy,DET,another,41
216771,In_the_Beginning_Was_the_Deed_3,3,spacy,DET,every,16
216776,In_the_Beginning_Was_the_Deed_3,3,spacy,DET,whose,15
216775,In_the_Beginning_Was_the_Deed_3,3,spacy,DET,whatever,6
216774,In_the_Beginning_Was_the_Deed_3,3,spacy,DET,quite,5
216770,In_the_Beginning_Was_the_Deed_3,3,spacy,DET,either,1
216772,In_the_Beginning_Was_the_Deed_3,3,spacy,DET,many,1
216773,In_the_Beginning_Was_the_Deed_3,3,spacy,DET,neither,1
222402,In_the_Beginning_Was_the_Deed_3,3,stanford,DET,another,55
222407,In_the_Beginning_Was_the_Deed_3,3,stanford,DET,whatever,21
222404,In_the_Beginning_Was_the_Deed_3,3,stanford,DET,every,16
222406,In_the_Beginning_Was_the_Deed_3,3,stanford,DET,quite,4
222405,In_the_Beginning_Was_the_Deed_3,3,stanford,DET,neither,3
222403,In_the_Beginning_Was_the_Deed_3,3,stanford,DET,either,1
213500,In_the_Beginning_Was_the_Deed_3,3,perceptron,NOUN,’,244
213502,In_the_Beginning_Was_the_Deed_3,3,perceptron,NOUN,”,214
212161,In_the_Beginning_Was_the_Deed_3,3,perceptron,NOUN,liberty,194
212737,In_the_Beginning_Was_the_Deed_3,3,perceptron,NOUN,question,183
212524,In_the_Beginning_Was_the_Deed_3,3,perceptron,NOUN,people,174
213135,In_the_Beginning_Was_the_Deed_3,3,perceptron,NOUN,state,164
213501,In_the_Beginning_Was_the_Deed_3,3,perceptron,NOUN,“,164
211766,In_the_Beginning_Was_the_Deed_3,3,perceptron,NOUN,freedom,159
213003,In_the_Beginning_Was_the_Deed_3,3,perceptron,NOUN,sense,147
212581,In_the_Beginning_Was_the_Deed_3,3,perceptron,NOUN,point,136
218044,In_the_Beginning_Was_the_Deed_3,3,spacy,NOUN,liberty,203
218564,In_the_Beginning_Was_the_Deed_3,3,spacy,NOUN,question,185
218892,In_the_Beginning_Was_the_Deed_3,3,spacy,NOUN,state,178
218374,In_the_Beginning_Was_the_Deed_3,3,spacy,NOUN,people,174
217689,In_the_Beginning_Was_the_Deed_3,3,spacy,NOUN,freedom,165
218783,In_the_Beginning_Was_the_Deed_3,3,spacy,NOUN,sense,148
218425,In_the_Beginning_Was_the_Deed_3,3,spacy,NOUN,point,136
218998,In_the_Beginning_Was_the_Deed_3,3,spacy,NOUN,theory,135
218697,In_the_Beginning_Was_the_Deed_3,3,spacy,NOUN,rights,125
217831,In_the_Beginning_Was_the_Deed_3,3,spacy,NOUN,idea,115
223644,In_the_Beginning_Was_the_Deed_3,3,stanford,NOUN,liberty,204
224166,In_the_Beginning_Was_the_Deed_3,3,stanford,NOUN,question,185
224499,In_the_Beginning_Was_the_Deed_3,3,stanford,NOUN,state,178
223979,In_the_Beginning_Was_the_Deed_3,3,stanford,NOUN,people,175
223303,In_the_Beginning_Was_the_Deed_3,3,stanford,NOUN,freedom,168
224382,In_the_Beginning_Was_the_Deed_3,3,stanford,NOUN,sense,148
224028,In_the_Beginning_Was_the_Deed_3,3,stanford,NOUN,point,137
224605,In_the_Beginning_Was_the_Deed_3,3,stanford,NOUN,theory,135
224296,In_the_Beginning_Was_the_Deed_3,3,stanford,NOUN,rights,125
223439,In_the_Beginning_Was_the_Deed_3,3,stanford,NOUN,idea,115
213600,In_the_Beginning_Was_the_Deed_3,3,perceptron,NUM,one,296
213604,In_the_Beginning_Was_the_Deed_3,3,perceptron,NUM,two,49
213503,In_the_Beginning_Was_the_Deed_3,3,perceptron,NUM,1,36
213559,In_the_Beginning_Was_the_Deed_3,3,perceptron,NUM,2,36
213572,In_the_Beginning_Was_the_Deed_3,3,perceptron,NUM,3,25
213581,In_the_Beginning_Was_the_Deed_3,3,perceptron,NUM,4,14
213584,In_the_Beginning_Was_the_Deed_3,3,perceptron,NUM,6,14
213582,In_the_Beginning_Was_the_Deed_3,3,perceptron,NUM,5,13
213586,In_the_Beginning_Was_the_Deed_3,3,perceptron,NUM,7,10
213579,In_the_Beginning_Was_the_Deed_3,3,perceptron,NUM,3a,9
219304,In_the_Beginning_Was_the_Deed_3,3,spacy,NUM,one,193
219309,In_the_Beginning_Was_the_Deed_3,3,spacy,NUM,two,51
219210,In_the_Beginning_Was_the_Deed_3,3,spacy,NUM,1,24
219264,In_the_Beginning_Was_the_Deed_3,3,spacy,NUM,2,16
219287,In_the_Beginning_Was_the_Deed_3,3,spacy,NUM,5,11
219277,In_the_Beginning_Was_the_Deed_3,3,spacy,NUM,3,10
219286,In_the_Beginning_Was_the_Deed_3,3,spacy,NUM,4,8
219289,In_the_Beginning_Was_the_Deed_3,3,spacy,NUM,6,8
219260,In_the_Beginning_Was_the_Deed_3,3,spacy,NUM,1993,7
219296,In_the_Beginning_Was_the_Deed_3,3,spacy,NUM,9,6
224913,In_the_Beginning_Was_the_Deed_3,3,stanford,NUM,one,258
224921,In_the_Beginning_Was_the_Deed_3,3,stanford,NUM,two,51
224813,In_the_Beginning_Was_the_Deed_3,3,stanford,NUM,1,28
224866,In_the_Beginning_Was_the_Deed_3,3,stanford,NUM,2,27
224878,In_the_Beginning_Was_the_Deed_3,3,stanford,NUM,3,15
224890,In_the_Beginning_Was_the_Deed_3,3,stanford,NUM,6,15
224886,In_the_Beginning_Was_the_Deed_3,3,stanford,NUM,5,13
224885,In_the_Beginning_Was_the_Deed_3,3,stanford,NUM,4,12
224891,In_the_Beginning_Was_the_Deed_3,3,stanford,NUM,7,10
224899,In_the_Beginning_Was_the_Deed_3,3,stanford,NUM,9,9
213612,In_the_Beginning_Was_the_Deed_3,3,perceptron,PRON,us,94
213613,In_the_Beginning_Was_the_Deed_3,3,perceptron,PRON,whose,15
213608,In_the_Beginning_Was_the_Deed_3,3,perceptron,PRON,oneself,5
213607,In_the_Beginning_Was_the_Deed_3,3,perceptron,PRON,one,2
213606,In_the_Beginning_Was_the_Deed_3,3,perceptron,PRON,distance—that,1
213609,In_the_Beginning_Was_the_Deed_3,3,perceptron,PRON,others.,1
213610,In_the_Beginning_Was_the_Deed_3,3,perceptron,PRON,self,1
213611,In_the_Beginning_Was_the_Deed_3,3,perceptron,PRON,true—that,1
213614,In_the_Beginning_Was_the_Deed_3,3,perceptron,PRON,wie,1
213615,In_the_Beginning_Was_the_Deed_3,3,perceptron,PRON,—that,1
219328,In_the_Beginning_Was_the_Deed_3,3,spacy,PRON,us,96
219324,In_the_Beginning_Was_the_Deed_3,3,spacy,PRON,one,89
219327,In_the_Beginning_Was_the_Deed_3,3,spacy,PRON,something,84
219326,In_the_Beginning_Was_the_Deed_3,3,spacy,PRON,someone,52
219314,In_the_Beginning_Was_the_Deed_3,3,spacy,PRON,anything,26
219318,In_the_Beginning_Was_the_Deed_3,3,spacy,PRON,everyone,22
219313,In_the_Beginning_Was_the_Deed_3,3,spacy,PRON,anyone,20
219329,In_the_Beginning_Was_the_Deed_3,3,spacy,PRON,whatever,17
219311,In_the_Beginning_Was_the_Deed_3,3,spacy,PRON,another,13
219323,In_the_Beginning_Was_the_Deed_3,3,spacy,PRON,nothing,12
224928,In_the_Beginning_Was_the_Deed_3,3,stanford,PRON,us,96
224926,In_the_Beginning_Was_the_Deed_3,3,stanford,PRON,one,40
224930,In_the_Beginning_Was_the_Deed_3,3,stanford,PRON,whose,15
224927,In_the_Beginning_Was_the_Deed_3,3,stanford,PRON,oneself,5
224929,In_the_Beginning_Was_the_Deed_3,3,stanford,PRON,whatever,2
224925,In_the_Beginning_Was_the_Deed_3,3,stanford,PRON,mine,1
213619,In_the_Beginning_Was_the_Deed_3,3,perceptron,PRT,away,5
213620,In_the_Beginning_Was_the_Deed_3,3,perceptron,PRT,back,2
213621,In_the_Beginning_Was_the_Deed_3,3,perceptron,PRT,“,2
213618,In_the_Beginning_Was_the_Deed_3,3,perceptron,PRT,around,1
219339,In_the_Beginning_Was_the_Deed_3,3,spacy,PRT,’s,228
219338,In_the_Beginning_Was_the_Deed_3,3,spacy,PRT,’,14
219332,In_the_Beginning_Was_the_Deed_3,3,spacy,PRT,n’t,11
219335,In_the_Beginning_Was_the_Deed_3,3,spacy,PRT,say,3
219334,In_the_Beginning_Was_the_Deed_3,3,spacy,PRT,right,2
219336,In_the_Beginning_Was_the_Deed_3,3,spacy,PRT,well,2
219330,In_the_Beginning_Was_the_Deed_3,3,spacy,PRT,er,1
219331,In_the_Beginning_Was_the_Deed_3,3,spacy,PRT,ff,1
219333,In_the_Beginning_Was_the_Deed_3,3,spacy,PRT,pp,1
219337,In_the_Beginning_Was_the_Deed_3,3,spacy,PRT,yes,1
224933,In_the_Beginning_Was_the_Deed_3,3,stanford,PRT,’s,247
224931,In_the_Beginning_Was_the_Deed_3,3,stanford,PRT,away,1
224932,In_the_Beginning_Was_the_Deed_3,3,stanford,PRT,back,1
214612,In_the_Beginning_Was_the_Deed_3,3,perceptron,VERB,may,276
215273,In_the_Beginning_Was_the_Deed_3,3,perceptron,VERB,would,144
215156,In_the_Beginning_Was_the_Deed_3,3,perceptron,VERB,think,112
214984,In_the_Beginning_Was_the_Deed_3,3,perceptron,VERB,say,102
214653,In_the_Beginning_Was_the_Deed_3,3,perceptron,VERB,must,101
214597,In_the_Beginning_Was_the_Deed_3,3,perceptron,VERB,make,89
214629,In_the_Beginning_Was_the_Deed_3,3,perceptron,VERB,might,88
214377,In_the_Beginning_Was_the_Deed_3,3,perceptron,VERB,given,69
214973,In_the_Beginning_Was_the_Deed_3,3,perceptron,VERB,said,69
215134,In_the_Beginning_Was_the_Deed_3,3,perceptron,VERB,take,68
220277,In_the_Beginning_Was_the_Deed_3,3,spacy,VERB,may,277
220900,In_the_Beginning_Was_the_Deed_3,3,spacy,VERB,would,144
220800,In_the_Beginning_Was_the_Deed_3,3,spacy,VERB,think,112
220314,In_the_Beginning_Was_the_Deed_3,3,spacy,VERB,must,102
220635,In_the_Beginning_Was_the_Deed_3,3,spacy,VERB,say,100
220262,In_the_Beginning_Was_the_Deed_3,3,spacy,VERB,make,90
220292,In_the_Beginning_Was_the_Deed_3,3,spacy,VERB,might,87
220626,In_the_Beginning_Was_the_Deed_3,3,spacy,VERB,said,70
220781,In_the_Beginning_Was_the_Deed_3,3,spacy,VERB,take,70
220065,In_the_Beginning_Was_the_Deed_3,3,spacy,VERB,given,69
225854,In_the_Beginning_Was_the_Deed_3,3,stanford,VERB,may,276
226468,In_the_Beginning_Was_the_Deed_3,3,stanford,VERB,would,145
226367,In_the_Beginning_Was_the_Deed_3,3,stanford,VERB,think,112
225890,In_the_Beginning_Was_the_Deed_3,3,stanford,VERB,must,102
226207,In_the_Beginning_Was_the_Deed_3,3,stanford,VERB,say,101
225840,In_the_Beginning_Was_the_Deed_3,3,stanford,VERB,make,90
225870,In_the_Beginning_Was_the_Deed_3,3,stanford,VERB,might,89
226198,In_the_Beginning_Was_the_Deed_3,3,stanford,VERB,said,70
226349,In_the_Beginning_Was_the_Deed_3,3,stanford,VERB,take,69
225644,In_the_Beginning_Was_the_Deed_3,3,stanford,VERB,given,67
215291,In_the_Beginning_Was_the_Deed_3,3,perceptron,X,etc,4
215289,In_the_Beginning_Was_the_Deed_3,3,perceptron,X,de,2
215290,In_the_Beginning_Was_the_Deed_3,3,perceptron,X,e.g.,2
215295,In_the_Beginning_Was_the_Deed_3,3,perceptron,X,se,2
215300,In_the_Beginning_Was_the_Deed_3,3,perceptron,X,”,2
215288,In_the_Beginning_Was_the_Deed_3,3,perceptron,X,.but,1
215292,In_the_Beginning_Was_the_Deed_3,3,perceptron,X,facto,1
215293,In_the_Beginning_Was_the_Deed_3,3,perceptron,X,i.e.,1
215294,In_the_Beginning_Was_the_Deed_3,3,perceptron,X,say,1
215296,In_the_Beginning_Was_the_Deed_3,3,perceptron,X,sec,1
220915,In_the_Beginning_Was_the_Deed_3,3,spacy,X,2,18
220916,In_the_Beginning_Was_the_Deed_3,3,spacy,X,3,15
220913,In_the_Beginning_Was_the_Deed_3,3,spacy,X,1,10
220929,In_the_Beginning_Was_the_Deed_3,3,spacy,X,b,9
220926,In_the_Beginning_Was_the_Deed_3,3,spacy,X,[,7
220931,In_the_Beginning_Was_the_Deed_3,3,spacy,X,c,7
220912,In_the_Beginning_Was_the_Deed_3,3,spacy,X,/,6
220917,In_the_Beginning_Was_the_Deed_3,3,spacy,X,3a,6
220936,In_the_Beginning_Was_the_Deed_3,3,spacy,X,e.g.,6
220938,In_the_Beginning_Was_the_Deed_3,3,spacy,X,etc,6
226476,In_the_Beginning_Was_the_Deed_3,3,stanford,X,-,147
226539,In_the_Beginning_Was_the_Deed_3,3,stanford,X,—,72
226481,In_the_Beginning_Was_the_Deed_3,3,stanford,X,3,11
226492,In_the_Beginning_Was_the_Deed_3,3,stanford,X,b,10
226480,In_the_Beginning_Was_the_Deed_3,3,stanford,X,2,9
226494,In_the_Beginning_Was_the_Deed_3,3,stanford,X,c,9
226538,In_the_Beginning_Was_the_Deed_3,3,stanford,X,–,9
226479,In_the_Beginning_Was_the_Deed_3,3,stanford,X,1,8
226501,In_the_Beginning_Was_the_Deed_3,3,stanford,X,e.g.,8
226506,In_the_Beginning_Was_the_Deed_3,3,stanford,X,etc.,6
226565,Making_Sense_of_Humanity,0,perceptron,.,",",7259
226567,Making_Sense_of_Humanity,0,perceptron,.,.,3669
226563,Making_Sense_of_Humanity,0,perceptron,.,(,716
226564,Making_Sense_of_Humanity,0,perceptron,.,),710
226569,Making_Sense_of_Humanity,0,perceptron,.,:,485
226570,Making_Sense_of_Humanity,0,perceptron,.,;,411
226542,Making_Sense_of_Humanity,0,perceptron,.,',366
226566,Making_Sense_of_Humanity,0,perceptron,.,-,324
226571,Making_Sense_of_Humanity,0,perceptron,.,?,167
226568,Making_Sense_of_Humanity,0,perceptron,.,...,18
234699,Making_Sense_of_Humanity,0,spacy,.,",",7259
234701,Making_Sense_of_Humanity,0,spacy,.,.,3641
234695,Making_Sense_of_Humanity,0,spacy,.,',1213
234696,Making_Sense_of_Humanity,0,spacy,.,(,707
234697,Making_Sense_of_Humanity,0,spacy,.,),683
234700,Making_Sense_of_Humanity,0,spacy,.,-,584
234705,Making_Sense_of_Humanity,0,spacy,.,:,466
234706,Making_Sense_of_Humanity,0,spacy,.,;,410
234707,Making_Sense_of_Humanity,0,spacy,.,?,163
234709,Making_Sense_of_Humanity,0,spacy,.,],34
241986,Making_Sense_of_Humanity,0,stanford,.,",",7259
241988,Making_Sense_of_Humanity,0,stanford,.,.,3651
241983,Making_Sense_of_Humanity,0,stanford,.,',1229
241984,Making_Sense_of_Humanity,0,stanford,.,(,716
241985,Making_Sense_of_Humanity,0,stanford,.,),710
241991,Making_Sense_of_Humanity,0,stanford,.,:,485
241992,Making_Sense_of_Humanity,0,stanford,.,;,411
241994,Making_Sense_of_Humanity,0,stanford,.,?,167
241987,Making_Sense_of_Humanity,0,stanford,.,-,131
241996,Making_Sense_of_Humanity,0,stanford,.,],42
227084,Making_Sense_of_Humanity,0,perceptron,ADJ,ethical,320
227243,Making_Sense_of_Humanity,0,perceptron,ADJ,human,279
227477,Making_Sense_of_Humanity,0,perceptron,ADJ,moral,239
227192,Making_Sense_of_Humanity,0,perceptron,ADJ,general,156
226989,Making_Sense_of_Humanity,0,perceptron,ADJ,different,153
226846,Making_Sense_of_Humanity,0,perceptron,ADJ,certain,144
227981,Making_Sense_of_Humanity,0,perceptron,ADJ,true,136
227607,Making_Sense_of_Humanity,0,perceptron,ADJ,particular,127
227276,Making_Sense_of_Humanity,0,perceptron,ADJ,important,123
227870,Making_Sense_of_Humanity,0,perceptron,ADJ,social,121
235085,Making_Sense_of_Humanity,0,spacy,ADJ,ethical,309
235223,Making_Sense_of_Humanity,0,spacy,ADJ,human,287
235435,Making_Sense_of_Humanity,0,spacy,ADJ,moral,260
235172,Making_Sense_of_Humanity,0,spacy,ADJ,general,156
234994,Making_Sense_of_Humanity,0,spacy,ADJ,different,153
234851,Making_Sense_of_Humanity,0,spacy,ADJ,certain,144
235854,Making_Sense_of_Humanity,0,spacy,ADJ,true,138
235527,Making_Sense_of_Humanity,0,spacy,ADJ,particular,132
235253,Making_Sense_of_Humanity,0,spacy,ADJ,important,123
235752,Making_Sense_of_Humanity,0,spacy,ADJ,social,121
242360,Making_Sense_of_Humanity,0,stanford,ADJ,ethical,322
242496,Making_Sense_of_Humanity,0,stanford,ADJ,human,286
242701,Making_Sense_of_Humanity,0,stanford,ADJ,moral,248
242443,Making_Sense_of_Humanity,0,stanford,ADJ,general,156
242269,Making_Sense_of_Humanity,0,stanford,ADJ,different,154
242136,Making_Sense_of_Humanity,0,stanford,ADJ,certain,144
243137,Making_Sense_of_Humanity,0,stanford,ADJ,true,139
242820,Making_Sense_of_Humanity,0,stanford,ADJ,particular,131
242524,Making_Sense_of_Humanity,0,stanford,ADJ,important,123
243039,Making_Sense_of_Humanity,0,stanford,ADJ,social,121
228205,Making_Sense_of_Humanity,0,perceptron,ADP,whether,112
228191,Making_Sense_of_Humanity,0,perceptron,ADP,though,92
228181,Making_Sense_of_Humanity,0,perceptron,ADP,like,82
228190,Making_Sense_of_Humanity,0,perceptron,ADP,since,74
228207,Making_Sense_of_Humanity,0,perceptron,ADP,without,51
228175,Making_Sense_of_Humanity,0,perceptron,ADP,beyond,46
228198,Making_Sense_of_Humanity,0,perceptron,ADP,unless,32
228167,Making_Sense_of_Humanity,0,perceptron,ADP,among,31
228206,Making_Sense_of_Humanity,0,perceptron,ADP,within,20
228178,Making_Sense_of_Humanity,0,perceptron,ADP,except,14
236020,Making_Sense_of_Humanity,0,spacy,ADP,like,83
236034,Making_Sense_of_Humanity,0,spacy,ADP,without,50
236017,Making_Sense_of_Humanity,0,spacy,ADP,beyond,49
236013,Making_Sense_of_Humanity,0,spacy,ADP,among,31
236033,Making_Sense_of_Humanity,0,spacy,ADP,within,20
236031,Making_Sense_of_Humanity,0,spacy,ADP,towards,16
236032,Making_Sense_of_Humanity,0,spacy,ADP,unlike,10
236024,Making_Sense_of_Humanity,0,spacy,ADP,outside,9
236016,Making_Sense_of_Humanity,0,spacy,ADP,behind,6
236018,Making_Sense_of_Humanity,0,spacy,ADP,inside,4
243326,Making_Sense_of_Humanity,0,stanford,ADP,whether,113
243317,Making_Sense_of_Humanity,0,stanford,ADP,though,93
243310,Making_Sense_of_Humanity,0,stanford,ADP,like,79
243315,Making_Sense_of_Humanity,0,stanford,ADP,since,76
243328,Making_Sense_of_Humanity,0,stanford,ADP,without,51
243303,Making_Sense_of_Humanity,0,stanford,ADP,beyond,47
243321,Making_Sense_of_Humanity,0,stanford,ADP,unless,32
243299,Making_Sense_of_Humanity,0,stanford,ADP,among,31
243327,Making_Sense_of_Humanity,0,stanford,ADP,within,20
243320,Making_Sense_of_Humanity,0,stanford,ADP,towards,16
228359,Making_Sense_of_Humanity,0,perceptron,ADV,even,169
228590,Making_Sense_of_Humanity,0,perceptron,ADV,rather,152
228244,Making_Sense_of_Humanity,0,perceptron,ADV,also,142
228433,Making_Sense_of_Humanity,0,perceptron,ADV,indeed,133
228413,Making_Sense_of_Humanity,0,perceptron,ADV,however,117
228636,Making_Sense_of_Humanity,0,perceptron,ADV,simply,109
228488,Making_Sense_of_Humanity,0,perceptron,ADV,merely,105
228724,Making_Sense_of_Humanity,0,perceptron,ADV,well,93
228547,Making_Sense_of_Humanity,0,perceptron,ADV,perhaps,87
228243,Making_Sense_of_Humanity,0,perceptron,ADV,already,75
236173,Making_Sense_of_Humanity,0,spacy,ADV,even,169
236395,Making_Sense_of_Humanity,0,spacy,ADV,rather,152
236056,Making_Sense_of_Humanity,0,spacy,ADV,also,142
236250,Making_Sense_of_Humanity,0,spacy,ADV,indeed,133
236228,Making_Sense_of_Humanity,0,spacy,ADV,however,117
236535,Making_Sense_of_Humanity,0,spacy,ADV,well,113
236443,Making_Sense_of_Humanity,0,spacy,ADV,simply,109
236304,Making_Sense_of_Humanity,0,spacy,ADV,merely,105
236353,Making_Sense_of_Humanity,0,spacy,ADV,perhaps,87
236055,Making_Sense_of_Humanity,0,spacy,ADV,already,75
243460,Making_Sense_of_Humanity,0,stanford,ADV,even,169
243681,Making_Sense_of_Humanity,0,stanford,ADV,rather,152
243346,Making_Sense_of_Humanity,0,stanford,ADV,also,142
243534,Making_Sense_of_Humanity,0,stanford,ADV,indeed,133
243513,Making_Sense_of_Humanity,0,stanford,ADV,however,117
243726,Making_Sense_of_Humanity,0,stanford,ADV,simply,109
243819,Making_Sense_of_Humanity,0,stanford,ADV,well,109
243587,Making_Sense_of_Humanity,0,stanford,ADV,merely,105
243639,Making_Sense_of_Humanity,0,stanford,ADV,perhaps,87
243345,Making_Sense_of_Humanity,0,stanford,ADV,already,75
228733,Making_Sense_of_Humanity,0,perceptron,CONJ,either,9
228736,Making_Sense_of_Humanity,0,perceptron,CONJ,neither,7
228738,Making_Sense_of_Humanity,0,perceptron,CONJ,yet,5
228735,Making_Sense_of_Humanity,0,perceptron,CONJ,moreover,2
228732,Making_Sense_of_Humanity,0,perceptron,CONJ,'the,1
228734,Making_Sense_of_Humanity,0,perceptron,CONJ,less,1
228737,Making_Sense_of_Humanity,0,perceptron,CONJ,plus,1
236561,Making_Sense_of_Humanity,0,spacy,CONJ,whether,114
236555,Making_Sense_of_Humanity,0,spacy,CONJ,though,94
236554,Making_Sense_of_Humanity,0,spacy,CONJ,since,74
236556,Making_Sense_of_Humanity,0,spacy,CONJ,unless,32
236549,Making_Sense_of_Humanity,0,spacy,CONJ,either,20
236562,Making_Sense_of_Humanity,0,spacy,CONJ,yet,16
236550,Making_Sense_of_Humanity,0,spacy,CONJ,except,15
236551,Making_Sense_of_Humanity,0,spacy,CONJ,neither,11
236543,Making_Sense_of_Humanity,0,spacy,CONJ,although,9
236548,Making_Sense_of_Humanity,0,spacy,CONJ,despite,8
243828,Making_Sense_of_Humanity,0,stanford,CONJ,either,21
243832,Making_Sense_of_Humanity,0,stanford,CONJ,yet,14
243829,Making_Sense_of_Humanity,0,stanford,CONJ,neither,12
243830,Making_Sense_of_Humanity,0,stanford,CONJ,plus,1
243831,Making_Sense_of_Humanity,0,stanford,CONJ,whether,1
228745,Making_Sense_of_Humanity,0,perceptron,DET,another,104
228755,Making_Sense_of_Humanity,0,perceptron,DET,whatever,26
228749,Making_Sense_of_Humanity,0,perceptron,DET,every,20
228748,Making_Sense_of_Humanity,0,perceptron,DET,either,10
228743,Making_Sense_of_Humanity,0,perceptron,DET,'what,9
228742,Making_Sense_of_Humanity,0,perceptron,DET,'there,4
228751,Making_Sense_of_Humanity,0,perceptron,DET,neither,3
228739,Making_Sense_of_Humanity,0,perceptron,DET,'it,1
228740,Making_Sense_of_Humanity,0,perceptron,DET,'may,1
228741,Making_Sense_of_Humanity,0,perceptron,DET,'on,1
236563,Making_Sense_of_Humanity,0,spacy,DET,another,75
236565,Making_Sense_of_Humanity,0,spacy,DET,every,22
236568,Making_Sense_of_Humanity,0,spacy,DET,whose,17
236566,Making_Sense_of_Humanity,0,spacy,DET,quite,14
236567,Making_Sense_of_Humanity,0,spacy,DET,whatever,12
236564,Making_Sense_of_Humanity,0,spacy,DET,either,2
243833,Making_Sense_of_Humanity,0,stanford,DET,another,104
243837,Making_Sense_of_Humanity,0,stanford,DET,whatever,33
243835,Making_Sense_of_Humanity,0,stanford,DET,every,22
243836,Making_Sense_of_Humanity,0,stanford,DET,quite,15
243834,Making_Sense_of_Humanity,0,stanford,DET,either,3
231430,Making_Sense_of_Humanity,0,perceptron,NOUN,question,281
228967,Making_Sense_of_Humanity,0,perceptron,NOUN,agent,273
228925,Making_Sense_of_Humanity,0,perceptron,NOUN,action,241
231761,Making_Sense_of_Humanity,0,perceptron,NOUN,sense,217
231262,Making_Sense_of_Humanity,0,perceptron,NOUN,point,206
232302,Making_Sense_of_Humanity,0,perceptron,NOUN,way,201
232071,Making_Sense_of_Humanity,0,perceptron,NOUN,theory,199
231474,Making_Sense_of_Humanity,0,perceptron,NOUN,reason,182
229308,Making_Sense_of_Humanity,0,perceptron,NOUN,case,177
230381,Making_Sense_of_Humanity,0,perceptron,NOUN,idea,175
238936,Making_Sense_of_Humanity,0,spacy,NOUN,question,281
236658,Making_Sense_of_Humanity,0,spacy,NOUN,agent,277
236621,Making_Sense_of_Humanity,0,spacy,NOUN,action,245
239212,Making_Sense_of_Humanity,0,spacy,NOUN,sense,218
238772,Making_Sense_of_Humanity,0,spacy,NOUN,point,202
239500,Making_Sense_of_Humanity,0,spacy,NOUN,theory,202
239719,Making_Sense_of_Humanity,0,spacy,NOUN,way,201
238975,Making_Sense_of_Humanity,0,spacy,NOUN,reason,184
236967,Making_Sense_of_Humanity,0,spacy,NOUN,case,179
237968,Making_Sense_of_Humanity,0,spacy,NOUN,idea,175
246134,Making_Sense_of_Humanity,0,stanford,NOUN,question,281
243922,Making_Sense_of_Humanity,0,stanford,NOUN,agent,277
243888,Making_Sense_of_Humanity,0,stanford,NOUN,action,247
246406,Making_Sense_of_Humanity,0,stanford,NOUN,sense,219
245973,Making_Sense_of_Humanity,0,stanford,NOUN,point,203
246685,Making_Sense_of_Humanity,0,stanford,NOUN,theory,203
246887,Making_Sense_of_Humanity,0,stanford,NOUN,way,201
246173,Making_Sense_of_Humanity,0,stanford,NOUN,reason,184
244219,Making_Sense_of_Humanity,0,stanford,NOUN,case,179
245189,Making_Sense_of_Humanity,0,stanford,NOUN,idea,175
232570,Making_Sense_of_Humanity,0,perceptron,NUM,one,630
232575,Making_Sense_of_Humanity,0,perceptron,NUM,two,117
232408,Making_Sense_of_Humanity,0,perceptron,NUM,1,58
232503,Making_Sense_of_Humanity,0,perceptron,NUM,2,54
232518,Making_Sense_of_Humanity,0,perceptron,NUM,3,43
232530,Making_Sense_of_Humanity,0,perceptron,NUM,4,42
232543,Making_Sense_of_Humanity,0,perceptron,NUM,5,27
232549,Making_Sense_of_Humanity,0,perceptron,NUM,6,26
232553,Making_Sense_of_Humanity,0,perceptron,NUM,7,22
232574,Making_Sense_of_Humanity,0,perceptron,NUM,three,18
239984,Making_Sense_of_Humanity,0,spacy,NUM,one,389
239992,Making_Sense_of_Humanity,0,spacy,NUM,two,123
239806,Making_Sense_of_Humanity,0,spacy,NUM,1,41
239902,Making_Sense_of_Humanity,0,spacy,NUM,2,29
239921,Making_Sense_of_Humanity,0,spacy,NUM,3,27
239933,Making_Sense_of_Humanity,0,spacy,NUM,4,27
239948,Making_Sense_of_Humanity,0,spacy,NUM,5,22
239956,Making_Sense_of_Humanity,0,spacy,NUM,6,22
239808,Making_Sense_of_Humanity,0,spacy,NUM,10,18
239990,Making_Sense_of_Humanity,0,spacy,NUM,three,18
247161,Making_Sense_of_Humanity,0,stanford,NUM,one,501
247169,Making_Sense_of_Humanity,0,stanford,NUM,two,123
246975,Making_Sense_of_Humanity,0,stanford,NUM,1,49
247106,Making_Sense_of_Humanity,0,stanford,NUM,4,40
247072,Making_Sense_of_Humanity,0,stanford,NUM,2,38
247093,Making_Sense_of_Humanity,0,stanford,NUM,3,35
247121,Making_Sense_of_Humanity,0,stanford,NUM,5,28
247129,Making_Sense_of_Humanity,0,stanford,NUM,6,26
247136,Making_Sense_of_Humanity,0,stanford,NUM,7,22
246977,Making_Sense_of_Humanity,0,stanford,NUM,10,18
232590,Making_Sense_of_Humanity,0,perceptron,PRON,us,145
232592,Making_Sense_of_Humanity,0,perceptron,PRON,whose,17
232585,Making_Sense_of_Humanity,0,perceptron,PRON,'what,11
